
code	|	taxid	|	taxname	|	lineage
1	|	1116088	|	Escherichia coli P0305260.15	|	1116088 562 561 543 91347 1236 1224 2 131567 
1	|	1116089	|	Escherichia coli p0305293.1	|	1116089 562 561 543 91347 1236 1224 2 131567 
1	|	1116090	|	Escherichia coli p0305293.2	|	1116090 562 561 543 91347 1236 1224 2 131567 
1	|	1116091	|	Escherichia coli p0305293.3	|	1116091 562 561 543 91347 1236 1224 2 131567 
1	|	1116092	|	Escherichia coli p0305293.4	|	1116092 562 561 543 91347 1236 1224 2 131567 
1	|	1116093	|	Escherichia coli p0305293.5	|	1116093 562 561 543 91347 1236 1224 2 131567 
1	|	1116094	|	Escherichia coli p0305293.6	|	1116094 562 561 543 91347 1236 1224 2 131567 
1	|	1116095	|	Escherichia coli p0305293.7	|	1116095 562 561 543 91347 1236 1224 2 131567 
1	|	1116096	|	Escherichia coli p0305293.8	|	1116096 562 561 543 91347 1236 1224 2 131567 
1	|	1116097	|	Escherichia coli p0305293.9	|	1116097 562 561 543 91347 1236 1224 2 131567 
1	|	1116098	|	Escherichia coli p0305293.10	|	1116098 562 561 543 91347 1236 1224 2 131567 
1	|	1116099	|	Escherichia coli p0305293.11	|	1116099 562 561 543 91347 1236 1224 2 131567 
1	|	1116100	|	Escherichia coli p0305293.12	|	1116100 562 561 543 91347 1236 1224 2 131567 
1	|	1116101	|	Escherichia coli p0305293.13	|	1116101 562 561 543 91347 1236 1224 2 131567 
1	|	1116102	|	Escherichia coli p0305293.15	|	1116102 562 561 543 91347 1236 1224 2 131567 
1	|	1116103	|	Escherichia coli 180050	|	1116103 562 561 543 91347 1236 1224 2 131567 
1	|	1116104	|	Escherichia coli 180200	|	1116104 562 561 543 91347 1236 1224 2 131567 
1	|	1116105	|	Escherichia coli 180600	|	1116105 562 561 543 91347 1236 1224 2 131567 
1	|	1116106	|	Escherichia coli 178850	|	1116106 562 561 543 91347 1236 1224 2 131567 
1	|	1116107	|	Escherichia coli 178200	|	1116107 562 561 543 91347 1236 1224 2 131567 
1	|	1116108	|	Escherichia coli 178900	|	1116108 562 561 543 91347 1236 1224 2 131567 
1	|	1116109	|	Escherichia coli 179550	|	1116109 562 561 543 91347 1236 1224 2 131567 
1	|	1116110	|	Escherichia coli BCE008_MS-01	|	1116110 562 561 543 91347 1236 1224 2 131567 
1	|	1116111	|	Escherichia coli MP021017.12	|	1116111 562 561 543 91347 1236 1224 2 131567 
1	|	1116112	|	Escherichia coli BCE002_MS12	|	1116112 562 561 543 91347 1236 1224 2 131567 
1	|	1116113	|	Escherichia coli BCE007_MS-11	|	1116113 562 561 543 91347 1236 1224 2 131567 
1	|	1116114	|	Escherichia coli BCE011_MS-01	|	1116114 562 561 543 91347 1236 1224 2 131567 
1	|	1116115	|	Escherichia coli BCE019_MS-13	|	1116115 562 561 543 91347 1236 1224 2 131567 
1	|	1116116	|	Escherichia coli BCE030_MS-09	|	1116116 562 561 543 91347 1236 1224 2 131567 
1	|	1116117	|	Escherichia coli BCE032_MS-12	|	1116117 562 561 543 91347 1236 1224 2 131567 
1	|	1116118	|	Escherichia coli BCE034_MS-14	|	1116118 562 561 543 91347 1236 1224 2 131567 
1	|	1116119	|	Escherichia coli 2719100	|	1116119 562 561 543 91347 1236 1224 2 131567 
1	|	1116120	|	Escherichia coli 2720900	|	1116120 562 561 543 91347 1236 1224 2 131567 
1	|	1116121	|	Escherichia coli 2722950	|	1116121 562 561 543 91347 1236 1224 2 131567 
1	|	1116122	|	Escherichia coli 2726800	|	1116122 562 561 543 91347 1236 1224 2 131567 
1	|	1116123	|	Escherichia coli 2726950	|	1116123 562 561 543 91347 1236 1224 2 131567 
1	|	1116124	|	Escherichia coli 2845350	|	1116124 562 561 543 91347 1236 1224 2 131567 
1	|	1116125	|	Escherichia coli 2845650	|	1116125 562 561 543 91347 1236 1224 2 131567 
1	|	1116126	|	Escherichia coli 2846750	|	1116126 562 561 543 91347 1236 1224 2 131567 
1	|	1116127	|	Escherichia coli 2848050	|	1116127 562 561 543 91347 1236 1224 2 131567 
1	|	1116128	|	Escherichia coli 2851500	|	1116128 562 561 543 91347 1236 1224 2 131567 
1	|	1116129	|	Escherichia coli 201600.1	|	1116129 562 561 543 91347 1236 1224 2 131567 
1	|	1116130	|	Escherichia coli 199900.1	|	1116130 562 561 543 91347 1236 1224 2 131567 
1	|	1116131	|	Escherichia coli P02997067.6	|	1116131 562 561 543 91347 1236 1224 2 131567 
1	|	1116132	|	Escherichia coli MP021552.7	|	1116132 562 561 543 91347 1236 1224 2 131567 
1	|	1116133	|	Escherichia coli MP021552.8	|	1116133 562 561 543 91347 1236 1224 2 131567 
1	|	1116134	|	Escherichia coli MP021552.11	|	1116134 562 561 543 91347 1236 1224 2 131567 
1	|	1116135	|	Escherichia coli MP021552.12	|	1116135 562 561 543 91347 1236 1224 2 131567 
1	|	1116136	|	Escherichia coli MP021561.2	|	1116136 562 561 543 91347 1236 1224 2 131567 
1	|	1116137	|	Escherichia coli MP021561.3	|	1116137 562 561 543 91347 1236 1224 2 131567 
1	|	1116138	|	Escherichia coli MP021566.1	|	1116138 562 561 543 91347 1236 1224 2 131567 
1	|	1116139	|	Escherichia coli MP020980.2	|	1116139 562 561 543 91347 1236 1224 2 131567 
1	|	1116140	|	Escherichia coli MP020940.1	|	1116140 562 561 543 91347 1236 1224 2 131567 
1	|	1116141	|	Escherichia coli P0298942.1	|	1116141 562 561 543 91347 1236 1224 2 131567 
1	|	1116142	|	Escherichia coli P0298942.2	|	1116142 562 561 543 91347 1236 1224 2 131567 
1	|	1116143	|	Escherichia coli P0298942.6	|	1116143 562 561 543 91347 1236 1224 2 131567 
1	|	1116144	|	Escherichia coli P0298942.7	|	1116144 562 561 543 91347 1236 1224 2 131567 
1	|	1116145	|	Escherichia coli P0298942.8	|	1116145 562 561 543 91347 1236 1224 2 131567 
1	|	1116146	|	Escherichia coli P0298942.9	|	1116146 562 561 543 91347 1236 1224 2 131567 
1	|	1116147	|	Escherichia coli P0298942.10	|	1116147 562 561 543 91347 1236 1224 2 131567 
1	|	1116148	|	Escherichia coli P0298942.11	|	1116148 562 561 543 91347 1236 1224 2 131567 
1	|	1116149	|	Escherichia coli P0298942.12	|	1116149 562 561 543 91347 1236 1224 2 131567 
1	|	1116150	|	Escherichia coli P0298942.14	|	1116150 562 561 543 91347 1236 1224 2 131567 
1	|	1116151	|	Escherichia coli P0298942.15	|	1116151 562 561 543 91347 1236 1224 2 131567 
1	|	1116152	|	Escherichia coli P0299438.2	|	1116152 562 561 543 91347 1236 1224 2 131567 
1	|	1116153	|	Escherichia coli P0302308.1	|	1116153 562 561 543 91347 1236 1224 2 131567 
1	|	1116154	|	Escherichia coli P0302308.2	|	1116154 562 561 543 91347 1236 1224 2 131567 
1	|	1116155	|	Escherichia coli P0302308.3	|	1116155 562 561 543 91347 1236 1224 2 131567 
1	|	1116156	|	Escherichia coli P0302308.4	|	1116156 562 561 543 91347 1236 1224 2 131567 
1	|	1116157	|	Escherichia coli P0302308.5	|	1116157 562 561 543 91347 1236 1224 2 131567 
1	|	1116158	|	Escherichia coli P0302308.10	|	1116158 562 561 543 91347 1236 1224 2 131567 
1	|	1116159	|	Escherichia coli P0302308.11	|	1116159 562 561 543 91347 1236 1224 2 131567 
1	|	1116160	|	Escherichia coli P0302308.12	|	1116160 562 561 543 91347 1236 1224 2 131567 
1	|	1116161	|	Escherichia coli P0302308.13	|	1116161 562 561 543 91347 1236 1224 2 131567 
1	|	1116162	|	Escherichia coli P0302308.14	|	1116162 562 561 543 91347 1236 1224 2 131567 
1	|	1116163	|	Escherichia coli P0304777.1	|	1116163 562 561 543 91347 1236 1224 2 131567 
1	|	1116164	|	Escherichia coli P0304777.2	|	1116164 562 561 543 91347 1236 1224 2 131567 
1	|	1116165	|	Escherichia coli P0304777.3	|	1116165 562 561 543 91347 1236 1224 2 131567 
1	|	1116166	|	Escherichia coli P0304777.4	|	1116166 562 561 543 91347 1236 1224 2 131567 
1	|	1116167	|	Escherichia coli P0304777.5	|	1116167 562 561 543 91347 1236 1224 2 131567 
1	|	1116168	|	Escherichia coli P0304777.7	|	1116168 562 561 543 91347 1236 1224 2 131567 
1	|	1116169	|	Escherichia coli P0304777.8	|	1116169 562 561 543 91347 1236 1224 2 131567 
1	|	1116170	|	Escherichia coli P0304777.9	|	1116170 562 561 543 91347 1236 1224 2 131567 
1	|	1116171	|	Escherichia coli P0304777.10	|	1116171 562 561 543 91347 1236 1224 2 131567 
1	|	1116172	|	Escherichia coli P0304777.11	|	1116172 562 561 543 91347 1236 1224 2 131567 
1	|	1116173	|	Escherichia coli P0304777.12	|	1116173 562 561 543 91347 1236 1224 2 131567 
1	|	1116174	|	Escherichia coli P0304777.13	|	1116174 562 561 543 91347 1236 1224 2 131567 
1	|	1116175	|	Escherichia coli P0304777.14	|	1116175 562 561 543 91347 1236 1224 2 131567 
1	|	1116176	|	Escherichia coli P0304777.15	|	1116176 562 561 543 91347 1236 1224 2 131567 
1	|	1116177	|	Escherichia coli P0304816.1	|	1116177 562 561 543 91347 1236 1224 2 131567 
1	|	1116178	|	Escherichia coli P0304816.2	|	1116178 562 561 543 91347 1236 1224 2 131567 
1	|	1116179	|	Escherichia coli P0304816.3	|	1116179 562 561 543 91347 1236 1224 2 131567 
1	|	1116180	|	Escherichia coli P0304816.4	|	1116180 562 561 543 91347 1236 1224 2 131567 
1	|	1116181	|	Escherichia coli P0304816.5	|	1116181 562 561 543 91347 1236 1224 2 131567 
1	|	1116182	|	Escherichia coli P0304816.6	|	1116182 562 561 543 91347 1236 1224 2 131567 
1	|	1116183	|	Escherichia coli P0304816.7	|	1116183 562 561 543 91347 1236 1224 2 131567 
1	|	1116184	|	Escherichia coli P0304816.8	|	1116184 562 561 543 91347 1236 1224 2 131567 
1	|	1116185	|	Escherichia coli P0304816.9	|	1116185 562 561 543 91347 1236 1224 2 131567 
1	|	1116186	|	Escherichia coli P0304816.10	|	1116186 562 561 543 91347 1236 1224 2 131567 
1	|	1116187	|	Escherichia coli P0304816.11	|	1116187 562 561 543 91347 1236 1224 2 131567 
1	|	1116188	|	Escherichia coli P0304816.12	|	1116188 562 561 543 91347 1236 1224 2 131567 
1	|	1116189	|	Escherichia coli P0304816.13	|	1116189 562 561 543 91347 1236 1224 2 131567 
1	|	1116190	|	Escherichia coli P0304816.14	|	1116190 562 561 543 91347 1236 1224 2 131567 
1	|	1116191	|	Escherichia coli P0304816.15	|	1116191 562 561 543 91347 1236 1224 2 131567 
1	|	1116192	|	Escherichia coli P0305260.3	|	1116192 562 561 543 91347 1236 1224 2 131567 
1	|	1116193	|	Escherichia coli P0305260.4	|	1116193 562 561 543 91347 1236 1224 2 131567 
1	|	1116194	|	Escherichia coli P0305260.5	|	1116194 562 561 543 91347 1236 1224 2 131567 
1	|	1116214	|	Staphylococcus aureus subsp. aureus VRS1	|	1116214 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1116215	|	Staphylococcus aureus subsp. aureus VRS2	|	1116215 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1116217	|	Staphylococcus aureus subsp. aureus VRS4	|	1116217 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1116218	|	Staphylococcus aureus subsp. aureus VRS5	|	1116218 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1116219	|	Staphylococcus aureus subsp. aureus VRS6	|	1116219 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1116220	|	Staphylococcus aureus subsp. aureus VRS7	|	1116220 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1116221	|	Staphylococcus aureus subsp. aureus VRS8	|	1116221 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1116222	|	Staphylococcus aureus subsp. aureus VRS9	|	1116222 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1116223	|	Staphylococcus aureus subsp. aureus VRS10	|	1116223 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1116224	|	Staphylococcus aureus subsp. aureus VRS11a	|	1116224 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1116225	|	Staphylococcus aureus subsp. aureus VRS11b	|	1116225 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1116230	|	Wolbachia pipientis wAlbB	|	1116230 955 953 952 942 766 28211 1224 2 131567 
1	|	1116236	|	Acinetobacter baumannii AB5711	|	1116236 470 909768 469 468 72274 1236 1224 2 131567 
1	|	1116471	|	Escherichia coli BCE008_MS-13	|	1116471 562 561 543 91347 1236 1224 2 131567 
1	|	1116476	|	Salmonella enterica subsp. enterica serovar Enteritidis str. 58-6482	|	1116476 149539 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	1117108	|	Paenibacillus alvei TS-15	|	1117108 44250 44249 186822 1385 91061 1239 1783272 2 131567 
1	|	1117111	|	Escherichia coli P4-NR	|	1117111 562 561 543 91347 1236 1224 2 131567 
1	|	1117313	|	Pseudoalteromonas arctica A 37-1-2	|	1117313 394751 53246 267888 135622 1236 1224 2 131567 
1	|	1117314	|	Pseudoalteromonas citrea DSM 8771	|	1117314 43655 53246 267888 135622 1236 1224 2 131567 
1	|	1117315	|	Pseudoalteromonas haloplanktis ATCC 14393	|	1117315 228 53246 267888 135622 1236 1224 2 131567 
1	|	1117316	|	Pseudoalteromonas marina DSM 17587	|	1117316 267375 53246 267888 135622 1236 1224 2 131567 
1	|	1117317	|	Pseudoalteromonas piscicida JCM 20779	|	1117317 43662 53246 267888 135622 1236 1224 2 131567 
1	|	1117318	|	Pseudoalteromonas rubra DSM 6842	|	1117318 43658 53246 267888 135622 1236 1224 2 131567 
1	|	1117320	|	Pseudoalteromonas undina DSM 6065	|	1117320 43660 53246 267888 135622 1236 1224 2 131567 
1	|	1117322	|	Haemophilus parasuis str. Nagasaki	|	1117322 738 724 712 135625 1236 1224 2 131567 
1	|	1117958	|	Pseudomonas extremaustralis 14-3 substr. 14-3b	|	1117958 1117955 359110 286 135621 72274 1236 1224 2 131567 
1	|	1118054	|	Brevibacillus massiliensis	|	1118054 55080 186822 1385 91061 1239 1783272 2 131567 
1	|	1118157	|	Stenotrophomonas maltophilia RA8	|	1118157 40324 995085 40323 32033 135614 1236 1224 2 131567 
1	|	1118235	|	Stenotrophomonas maltophilia PML168	|	1118235 40324 995085 40323 32033 135614 1236 1224 2 131567 
1	|	1118959	|	Staphylococcus aureus subsp. aureus M013	|	1118959 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1118965	|	Xanthomonas axonopodis pv. malvacearum str. GSPB1386	|	1118965 86040 346 643453 338 32033 135614 1236 1224 2 131567 
1	|	1120931	|	Actinobacillus capsulatus DSM 19761	|	1120931 717 713 712 135625 1236 1224 2 131567 
1	|	1120934	|	Actinokineospora enzanensis DSM 44649	|	1120934 155975 39845 2070 85010 1760 201174 1783272 2 131567 
1	|	1120950	|	Actinopolymorpha alba DSM 45243	|	1120950 533267 117156 85015 85009 1760 201174 1783272 2 131567 
1	|	1120953	|	Aestuariibacter salexigens DSM 15300	|	1120953 226010 249523 72275 135622 1236 1224 2 131567 
1	|	1120957	|	Aggregatibacter actinomycetemcomitans DSM 8324	|	1120957 714 416916 712 135625 1236 1224 2 131567 
1	|	1120963	|	Algicola sagamiensis DSM 14643	|	1120963 163869 296014 267888 135622 1236 1224 2 131567 
1	|	1120966	|	Algoriphagus marincola DSM 16067	|	1120966 264027 246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	1120973	|	Effusibacillus pohliae DSM 22757	|	1120973 232270 1502725 186823 1385 91061 1239 1783272 2 131567 
1	|	1120979	|	Alloscardovia omnicolens DSM 21503	|	1120979 419015 419014 31953 85004 1760 201174 1783272 2 131567 
1	|	1120992	|	Anaeromusa acidaminophila DSM 3853	|	1120992 81464 81463 1843490 909929 909932 1239 1783272 2 131567 
1	|	1121006	|	Aquimarina latercula DSM 2041	|	1121006 987 290174 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1121007	|	Aquimarina muelleri DSM 19832	|	1121007 279356 290174 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1121012	|	Arenibacter latericius DSM 15913	|	1121012 86104 178469 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1121015	|	Arenimonas oryziterrae DSM 21050 = YC6267	|	1121015 498055 490567 32033 135614 1236 1224 2 131567 
1	|	1121028	|	Aureimonas ureilytica DSM 18598 = NBRC 106430	|	1121028 401562 414371 255475 356 28211 1224 2 131567 
1	|	1121096	|	Bacteroides gallinarum DSM 18171 = JCM 13658	|	1121096 376806 816 815 171549 200643 976 68336 1783270 2 131567 
1	|	1121098	|	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223	|	1121098 204516 816 815 171549 200643 976 68336 1783270 2 131567 
1	|	1121099	|	Bacteroides propionicifaciens DSM 19291 = JCM 14649	|	1121099 392838 816 815 171549 200643 976 68336 1783270 2 131567 
1	|	1121105	|	Bavariicoccus seileri DSM 19936	|	1121105 549685 697279 81852 186826 91061 1239 1783272 2 131567 
1	|	1121108	|	Bifidobacterium magnum DSM 20222	|	1121108 1692 1678 31953 85004 1760 201174 1783272 2 131567 
1	|	1121114	|	Blautia producta ATCC 27340 = DSM 2950	|	1121114 33035 572511 186803 186802 186801 1239 1783272 2 131567 
1	|	1121116	|	Brachymonas chironomi DSM 19884	|	1121116 491919 28219 80864 80840 28216 1224 2 131567 
1	|	1121121	|	Brevibacillus laterosporus DSM 25	|	1121121 1465 55080 186822 1385 91061 1239 1783272 2 131567 
1	|	1121308	|	Clostridioides difficile ATCC 9689 = DSM 1296	|	1121308 1496 1870884 186804 186802 186801 1239 1783272 2 131567 
1	|	1121342	|	Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008	|	1121342 1519 1485 31979 186802 186801 1239 1783272 2 131567 
1	|	1121365	|	Corynebacterium mastitidis DSM 44356	|	1121365 161890 1716 1653 85007 1760 201174 1783272 2 131567 
1	|	1121439	|	Desulfovibrio alkalitolerans DSM 16529	|	1121439 293256 872 194924 213115 28221 68525 1224 2 131567 
1	|	1121444	|	Halodesulfovibrio aestuarii DSM 17919 = ATCC 29578	|	1121444 126333 1912771 194924 213115 28221 68525 1224 2 131567 
1	|	1121453	|	Desulfovibrio inopinatus DSM 10711	|	1121453 102109 872 194924 213115 28221 68525 1224 2 131567 
1	|	1121864	|	Enterococcus cecorum DSM 20682 = ATCC 43198	|	1121864 44008 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	1121875	|	Eudoraea adriatica DSM 19308	|	1121875 446681 446680 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1121910	|	Gallibacterium anatis DSM 16844 = F 149	|	1121910 750 155493 712 135625 1236 1224 2 131567 
1	|	1121921	|	Gilvimarinus chinensis DSM 19667	|	1121921 396005 940550 1706371 1706369 1236 1224 2 131567 
1	|	1121922	|	Glaciecola pallidula DSM 14239 = ACAM 615	|	1121922 56807 89404 72275 135622 1236 1224 2 131567 
1	|	1121929	|	Gracilibacillus lacisalsi DSM 19029	|	1121929 393087 74385 186817 1385 91061 1239 1783272 2 131567 
1	|	1121935	|	Hahella ganghwensis DSM 17046	|	1121935 286420 158481 224379 135619 1236 1224 2 131567 
1	|	1121937	|	Haliea salexigens DSM 19537	|	1121937 287487 475794 1706372 1706369 1236 1224 2 131567 
1	|	1121940	|	Halomonas halocynthiae DSM 14573	|	1121940 176290 2745 28256 135619 1236 1224 2 131567 
1	|	1121943	|	Halomonas lutea DSM 23508	|	1121943 453962 2745 28256 135619 1236 1224 2 131567 
1	|	1122128	|	Jeotgalicoccus marinus DSM 19772	|	1122128 516700 227979 90964 1385 91061 1239 1783272 2 131567 
1	|	1122132	|	Kaistia granuli DSM 23481	|	1122132 363259 166953 82115 356 28211 1224 2 131567 
1	|	1122134	|	Kangiella aquimarina DSM 16071	|	1122134 261965 261963 1920240 135619 1236 1224 2 131567 
1	|	1122139	|	Kushneria aurantia DSM 21353	|	1122139 504092 504090 28256 135619 1236 1224 2 131567 
1	|	1122176	|	Lewinella cohaerens DSM 23179	|	1122176 70995 70994 1937960 1936988 1937959 976 68336 1783270 2 131567 
1	|	1122180	|	Loktanella hongkongensis DSM 17492	|	1122180 278132 245186 31989 204455 28211 1224 2 131567 
1	|	1122181	|	Loktanella vestfoldensis DSM 16212	|	1122181 245188 245186 31989 204455 28211 1224 2 131567 
1	|	1122218	|	Neomegalonema perideroedes DSM 15528	|	1122218 217219 356797 119045 356 28211 1224 2 131567 
1	|	1122225	|	Mesoflavibacter zeaxanthinifaciens DSM 18436	|	1122225 393060 444051 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1122243	|	Moraxella boevrei DSM 14165	|	1122243 346665 475 468 72274 1236 1224 2 131567 
1	|	1122247	|	Mycobacterium hassiacum DSM 44199	|	1122247 46351 1763 1762 85007 1760 201174 1783272 2 131567 
1	|	1122607	|	Nisaea denitrificans DSM 18348	|	1122607 390877 390876 41295 204441 28211 1224 2 131567 
1	|	1122917	|	Paenibacillus daejeonensis DSM 15491	|	1122917 135193 44249 186822 1385 91061 1239 1783272 2 131567 
1	|	1122919	|	Paenibacillus ginsengihumi DSM 21568	|	1122919 431596 44249 186822 1385 91061 1239 1783272 2 131567 
1	|	1122936	|	Rodentibacter pneumotropicus DSM 21403	|	1122936 758 1960084 712 135625 1236 1224 2 131567 
1	|	1122971	|	Porphyromonas bennonis DSM 23058 = JCM 16335	|	1122971 501496 836 171551 171549 200643 976 68336 1783270 2 131567 
1	|	1122973	|	Porphyromonas levii DSM 23370	|	1122973 28114 836 171551 171549 200643 976 68336 1783270 2 131567 
1	|	1122989	|	Prevotella oris DSM 18711 = JCM 12252	|	1122989 28135 838 171552 171549 200643 976 68336 1783270 2 131567 
1	|	1123016	|	Pseudomonas balearica DSM 6083	|	1123016 74829 136846 286 135621 72274 1236 1224 2 131567 
1	|	1123058	|	Riemerella columbina DSM 16469	|	1123058 103810 34084 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1123227	|	Saccharibacter floricola DSM 15669	|	1123227 231053 231052 433 204441 28211 1224 2 131567 
1	|	1123230	|	Salinicoccus albus DSM 19776	|	1123230 418756 45669 90964 1385 91061 1239 1783272 2 131567 
1	|	1123250	|	Selenomonas bovis DSM 23594	|	1123250 416586 970 1843491 909929 909932 1239 1783272 2 131567 
1	|	1123274	|	Sediminispirochaeta bajacaliforniensis DSM 16054	|	1123274 148 1911556 137 136 203692 203691 2 131567 
1	|	1123278	|	Spirosoma spitsbergense DSM 19989	|	1123278 431554 107 89373 768507 768503 976 68336 1783270 2 131567 
1	|	1123279	|	Spongiibacter tropicus DSM 19543	|	1123279 454602 630749 1706375 1706369 1236 1224 2 131567 
1	|	1123284	|	Sporolactobacillus vineae DSM 21990 = SL153	|	1123284 444463 2077 186821 1385 91061 1239 1783272 2 131567 
1	|	1123294	|	Stappia stellulata DSM 5886	|	1123294 71235 152161 31989 204455 28211 1224 2 131567 
1	|	1123298	|	Streptococcus caballi DSM 19004	|	1123298 439220 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	1123309	|	Streptococcus minor DSM 17118	|	1123309 229549 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	1123312	|	Streptococcus ovis DSM 16829	|	1123312 82806 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	1123318	|	Streptococcus thoraltensis DSM 12221	|	1123318 55085 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	1123321	|	Streptomyces sulphureus DSM 40104	|	1123321 47758 1883 2062 85011 1760 201174 1783272 2 131567 
1	|	1123322	|	Streptomyces vitaminophilus DSM 41686	|	1123322 76728 1883 2062 85011 1760 201174 1783272 2 131567 
1	|	1123347	|	Tenacibaculum ovolyticum DSM 18103	|	1123347 104270 104267 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1123360	|	Litoreibacter arenae DSM 19593	|	1123360 491388 947567 31989 204455 28211 1224 2 131567 
1	|	1123366	|	Thalassospira xiamenensis M-5 = DSM 17429	|	1123366 220697 168934 41295 204441 28211 1224 2 131567 
1	|	1123367	|	Thauera linaloolentis 47Lol = DSM 12138	|	1123367 76112 33057 2008794 206389 28216 1224 2 131567 
1	|	1123393	|	Thiobacillus thioparus DSM 505	|	1123393 931 919 2008790 32003 28216 1224 2 131567 
1	|	1123399	|	Thiothrix disciformis DSM 14473	|	1123399 125614 1030 135617 72273 1236 1224 2 131567 
1	|	1123488	|	Varibaculum cambriense DSM 15806	|	1123488 184870 184869 2049 2037 1760 201174 1783272 2 131567 
1	|	1123494	|	Vibrio pacinii DSM 19139	|	1123494 170674 662 641 135623 1236 1224 2 131567 
1	|	1123499	|	Vitreoscilla stercoraria DSM 513	|	1123499 61 59 481 206351 28216 1224 2 131567 
1	|	1123502	|	Wohlfahrtiimonas chitiniclastica DSM 18708	|	1123502 400946 582472 118884 1236 1224 2 131567 
1	|	1123511	|	Propionispira raffinosivorans DSM 20765	|	1123511 86959 84034 1843491 909929 909932 1239 1783272 2 131567 
1	|	1123513	|	Hydrogenovibrio marinus DSM 11271	|	1123513 28885 28884 135616 72273 1236 1224 2 131567 
1	|	1123514	|	Thiomicrorhabdus arctica DSM 13458	|	1123514 131540 2039723 135616 72273 1236 1224 2 131567 
1	|	1123519	|	Pseudomonas stutzeri DSM 10701	|	1123519 316 578833 136846 286 135621 72274 1236 1224 2 131567 
1	|	1123523	|	Staphylococcus aureus subsp. aureus 11819-97	|	1123523 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	1123524	|	Pseudomonas monteilii QM	|	1123524 76759 136845 286 135621 72274 1236 1224 2 131567 
1	|	1123864	|	SAR86 cluster bacterium SAR86C	|	1123864 62672 118884 1236 1224 2 131567 
1	|	1123865	|	SAR86 cluster bacterium SAR86D	|	1123865 62672 118884 1236 1224 2 131567 
1	|	1123866	|	SAR86 cluster bacterium SAR86A	|	1123866 62672 118884 1236 1224 2 131567 
1	|	1123867	|	SAR86 cluster bacterium SAR86B	|	1123867 62672 118884 1236 1224 2 131567 
1	|	1124468	|	Vibrio cholerae O1 str. 2010EL-1749	|	1124468 127906 666 662 641 135623 1236 1224 2 131567 
1	|	1124469	|	Vibrio cholerae O1 str. 2009V-1085	|	1124469 127906 666 662 641 135623 1236 1224 2 131567 
1	|	1124470	|	Vibrio cholerae O1 str. 2009V-1096	|	1124470 127906 666 662 641 135623 1236 1224 2 131567 
1	|	1124471	|	Vibrio cholerae O1 str. 2009V-1131	|	1124471 127906 666 662 641 135623 1236 1224 2 131567 
1	|	1124472	|	Vibrio cholerae O1 str. 3500-05	|	1124472 127906 666 662 641 135623 1236 1224 2 131567 
1	|	1124473	|	Vibrio cholerae O1 str. 3546-06	|	1124473 127906 666 662 641 135623 1236 1224 2 131567 
1	|	1124474	|	Vibrio cholerae O1 str. 2009V-1046	|	1124474 127906 666 662 641 135623 1236 1224 2 131567 
1	|	1124475	|	Vibrio cholerae O1 str. 2009V-1116	|	1124475 127906 666 662 641 135623 1236 1224 2 131567 
1	|	1124476	|	Vibrio cholerae O1 str. 2010V-1014	|	1124476 127906 666 662 641 135623 1236 1224 2 131567 
1	|	1124477	|	Vibrio cholerae O1 str. 3582-05	|	1124477 127906 666 662 641 135623 1236 1224 2 131567 
1	|	1124478	|	Vibrio cholerae O1 str. C6706	|	1124478 127906 666 662 641 135623 1236 1224 2 131567 
1	|	1124479	|	Vibrio cholerae O1 str. 3569-08	|	1124479 127906 666 662 641 135623 1236 1224 2 131567 
1	|	1124480	|	Vibrio cholerae O1 str. 2010EL-1961	|	1124480 127906 666 662 641 135623 1236 1224 2 131567 
