Vrus taxid	Virus name	Virus refseq 	pmid	Evidence	Based on
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204534	Clostridium phage phiMMP02 	NC_019421.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
262071	Clostridium phage phiC2 	NC_009231.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
1204535	Clostridium phage phiMMP04 	NC_019422.1	27533034	CRISPR	articles
559189	Clostridium phage phiCD27 	NC_011398.1	27533034	CRISPR	articles
864178	Clostridium phage phiCD6356 	NC_015262.1	27533034	CRISPR	articles
1032362	Clostridium phage phiCD38-2	NC_015568.1	27533034	CRISPR	articles
320122	Clostridium phage phi CD119 	NC_007917.1	27533034	CRISPR	articles
