Contigs id(VIRUS)	Sequence location	pmid	evidence
Gammaproteobacteria_gi_425136458_4279_19220	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425138633_85410_98306	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425138726_0_22546	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425143191	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425143405	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425144313	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_194437158_51502_78958	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_194437990_111223_138774	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553958106	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553958130	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553958154_106335_148299	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553958179	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553958193	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553958246	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553958279	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553958285_2225_14477	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553958291	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553958296	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553959631_8039_27017	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553959678	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553959696	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553959776	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_556529909_65058_98141	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553960754	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553960785	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553960787	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_553960789_27060_40589	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_545142866_156753_177922	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_545142876	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_545142912	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_545142923	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_545142939	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_545142993	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_545143036	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490108352	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490110284	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490114437	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490116302_0_22029	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490116883_13386_42869	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487682022	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487682393	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487682400	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487682636	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487683819	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487685982	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487686348	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485821029	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485821170	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485821841	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485825320	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485826247	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485826986_0_68498	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_486028337_40115_78331	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_486030589_26379_48085	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_486030649_0_11837	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_486031906	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_486033158	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_486033500	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_486034117	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485828640	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485828672	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485828702	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485829024	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485829373_483_33837	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487636178	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487636783	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485830568	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485830744	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485830786	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485831174	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485831310_0_7731	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487632580_5768_24723	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487633183	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487633254	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487633573_14_26585	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_312969538_0_30322	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487629050	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487629468_5979_19645	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487629852	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487629993	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487630853_6468_19439	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487631006_0_26268	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417259606	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417260275_0_14122	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417261156_907918_926744	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417263098_0_21114	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417263829_71909_114102	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417264840_0_45551	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417274097_720610_764886	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487676669	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487676720_178976_203231	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487676924_0_23341	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487677208_70529_80957	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_312964210	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_312964261	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_312964329	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_312965221	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_312966357_2258_14278	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_312966527	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417589252	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417589274	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417589299	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417590463	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417591027	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417591212	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417592141	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487674765	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487675664	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487626185_63185_102665	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487673598_23869_42296	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487673717	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487674234	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487621918_42808_73589	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487622977	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487616072	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487616452	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487616464	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487617541	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485834121	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485834217	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485834478	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485834817	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487610524	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487610579	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487611727_0_37221	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487611956	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487611971	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487612689_35539_60442	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487613461_14147_45687	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_486035004	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_486039907	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_486040196	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_486047196	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487681003	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487681099	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487681646_67074_98122	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487681819_4099_12779	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485835422	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485835500	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485835596	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487605321	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487605417	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487605446	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487605739	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487607951_0_13307	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487608429	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487599760_51121_83473	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487599933	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487600290	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487600302	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487601120_67028_101054	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487604004	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487596043_0_4835	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487597389	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487597973	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487598823_22916_51694	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490098110	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490098714	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_492137484_12599_23103	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_492137918_0_21963	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_492138986_152_42819	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_492145550	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487588810	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487588918	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487589130	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487589952_25549_62271	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487591023_67390_83526	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487591201_4129_19067	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487585238	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487587182_27589_41157	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487587426_0_31607	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490091285	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487580686	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487581740_164157_186044	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487582029_80787_97168	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487574767_26082_49867	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487574856	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487575522_75417_106483	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487576105_3896_19311	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487577448_17680_53062	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487578153	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487570687	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487570962	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487566515	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487568275_69428_101262	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490195367_54_10466	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490196526_18027_54809	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490200992_14000_37839	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490206926_2997_46550	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487560257_24166_31664	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487561084_23042_51767	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487561207	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487562652	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487563143	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487563172	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487563381	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487555291	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487555472	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487556065	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487556521_22999_51380	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487551465	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487551730	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487552953_23004_51421	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487543747	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487543881	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487545880	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487548899_67280_98327	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487540792	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487541710_23045_51426	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_486052008_170446_198940	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_486053443	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_486054077	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487533276	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487533634	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487533783	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487534941_0_10484	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487535246_25654_62555	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487535980_3887_17759	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487537598	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485836321	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485836355	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490081315	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490083476	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485836625	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485836883	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485837163	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485837199	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485837620	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485838051_131956_166422	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485838070_27368_40936	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487526694_23444_57314	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487527297	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487531239	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487531674	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487531858	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490078927	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485838403	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487525771	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487525855	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490061936	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490062991	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_490064275_22966_51383	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487521455	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487522667	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487522790	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487523608_22985_51402	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487523853	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487517913	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487518855_23084_51501	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487513384	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487514387_22985_51402	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487507332	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487507756	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487508083_2267_10480	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487508586	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487503816_2909_13563	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487503852	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487504222	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487504664_2303_10516	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487504994_84939_98601	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487505029_21566_58471	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487506376	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487501071	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487501951_23147_51528	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487493770_0_10239	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487496329	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_487498020_22959_51376	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485838821	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485838828	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485838863	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485838892	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485838995	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485839132	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485839184	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485839192	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485839215_822_24020	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485839263	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_485839612	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_545143135	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_545143176	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_545143254	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_545143258	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417275549	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417277323_65468_86045	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417278042_19106_30840	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417173365_3718529_3744396	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417265622_29934_91381	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425096297	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425098882	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425098900	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445043325	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445044016	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445044725_68925_105284	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445046080	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_445046160_96882_124905	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417280092_362797_409590	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417280092_575964_606578	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417280092_805_38431	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417282694_0_45350	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417284053_0_40264	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417284853	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425287251_5698_22273	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425287876_5322_19026	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425287905	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425288038	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425289002_45343_75432	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425289286_79329_114624	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425289431	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417595094_23378_51751	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417595700	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417595734	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417600077_753_13409	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417600136	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417600161	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_415771559	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_415771611	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_415777773	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_415778922	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_415779542	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_415779888	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_422331065_477379_491009	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_422333904_55590_88033	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_422335723_10731_31439	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417188728	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417189413	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417189686_113765_137864	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417190246	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417190322	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417191848_477281_507317	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417191848_50725_93572	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417193850	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417194058	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417194368	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417194600	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417195918	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417196687	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417196848	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417198414	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417200341	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417200957_45537_67871	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417248758	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417250439	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417251055_0_27589	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417253601	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417254315_35743_97828	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417129507	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417226623	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417227145	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417227324_0_73097	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417230690	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417230772_0_43149	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417231137_276361_341484	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417233947	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417234041	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_417234459	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425102433	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425103326	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_419927857	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_419928599_33749_64594	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_419922793	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_419922827	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_419923501	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_419923526	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_419924176	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425265499	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425266350	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_425266647	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_218693476_821201_864826	26200428.fasta	26200428	VirSorter
