Host taxid	Host name	pmid	evidence
869677	Escherichia coli 96.0497	26200428	VirSorter
869677	Escherichia coli 96.0497	26200428	VirSorter
1005413	Escherichia coli 96.0932	26200428	VirSorter
1005413	Escherichia coli 96.0932	26200428	VirSorter
1005412	Escherichia coli 96.0939	26200428	VirSorter
1005412	Escherichia coli 96.0939	26200428	VirSorter
1005412	Escherichia coli 96.0939	26200428	VirSorter
1005412	Escherichia coli 96.0939	26200428	VirSorter
1005412	Escherichia coli 96.0939	26200428	VirSorter
869683	Escherichia coli 96.154	26200428	VirSorter
869683	Escherichia coli 96.154	26200428	VirSorter
869683	Escherichia coli 96.154	26200428	VirSorter
1005416	Escherichia coli 97.0003	26200428	VirSorter
1005416	Escherichia coli 97.0003	26200428	VirSorter
1005416	Escherichia coli 97.0003	26200428	VirSorter
1005420	Escherichia coli 97.0007	26200428	VirSorter
1005420	Escherichia coli 97.0007	26200428	VirSorter
1005420	Escherichia coli 97.0007	26200428	VirSorter
1005419	Escherichia coli 97.0010	26200428	VirSorter
1005419	Escherichia coli 97.0010	26200428	VirSorter
1005419	Escherichia coli 97.0010	26200428	VirSorter
869670	Escherichia coli 97.0246	26200428	VirSorter
869670	Escherichia coli 97.0246	26200428	VirSorter
869670	Escherichia coli 97.0246	26200428	VirSorter
869670	Escherichia coli 97.0246	26200428	VirSorter
869670	Escherichia coli 97.0246	26200428	VirSorter
869670	Escherichia coli 97.0246	26200428	VirSorter
869672	Escherichia coli 97.0259	26200428	VirSorter
869676	Escherichia coli 97.0264	26200428	VirSorter
1005418	Escherichia coli 97.1742	26200428	VirSorter
1005418	Escherichia coli 97.1742	26200428	VirSorter
1005418	Escherichia coli 97.1742	26200428	VirSorter
1005418	Escherichia coli 97.1742	26200428	VirSorter
1005423	Escherichia coli 99.0670	26200428	VirSorter
1005423	Escherichia coli 99.0670	26200428	VirSorter
1005423	Escherichia coli 99.0670	26200428	VirSorter
1005421	Escherichia coli 99.0672	26200428	VirSorter
1005421	Escherichia coli 99.0672	26200428	VirSorter
1005421	Escherichia coli 99.0672	26200428	VirSorter
1005422	Escherichia coli 99.0678	26200428	VirSorter
1005422	Escherichia coli 99.0678	26200428	VirSorter
1005422	Escherichia coli 99.0678	26200428	VirSorter
1005424	Escherichia coli 99.0713	26200428	VirSorter
1005424	Escherichia coli 99.0713	26200428	VirSorter
1005424	Escherichia coli 99.0713	26200428	VirSorter
869678	Escherichia coli 99.0741	26200428	VirSorter
869678	Escherichia coli 99.0741	26200428	VirSorter
869678	Escherichia coli 99.0741	26200428	VirSorter
1005434	Escherichia coli 99.0814	26200428	VirSorter
1005434	Escherichia coli 99.0814	26200428	VirSorter
1005434	Escherichia coli 99.0814	26200428	VirSorter
1005434	Escherichia coli 99.0814	26200428	VirSorter
1005434	Escherichia coli 99.0814	26200428	VirSorter
1005433	Escherichia coli 99.0815	26200428	VirSorter
1005433	Escherichia coli 99.0815	26200428	VirSorter
1005430	Escherichia coli 99.0816	26200428	VirSorter
1005430	Escherichia coli 99.0816	26200428	VirSorter
1005432	Escherichia coli 99.0839	26200428	VirSorter
1005432	Escherichia coli 99.0839	26200428	VirSorter
1005432	Escherichia coli 99.0839	26200428	VirSorter
1005432	Escherichia coli 99.0839	26200428	VirSorter
1005431	Escherichia coli 99.0848	26200428	VirSorter
1005431	Escherichia coli 99.0848	26200428	VirSorter
1005431	Escherichia coli 99.0848	26200428	VirSorter
1005440	Escherichia coli 99.1753	26200428	VirSorter
1005440	Escherichia coli 99.1753	26200428	VirSorter
1005440	Escherichia coli 99.1753	26200428	VirSorter
1005435	Escherichia coli 99.1762	26200428	VirSorter
1005435	Escherichia coli 99.1762	26200428	VirSorter
1005435	Escherichia coli 99.1762	26200428	VirSorter
1005435	Escherichia coli 99.1762	26200428	VirSorter
1005435	Escherichia coli 99.1762	26200428	VirSorter
1005435	Escherichia coli 99.1762	26200428	VirSorter
1005438	Escherichia coli 99.1775	26200428	VirSorter
1005439	Escherichia coli 99.1781	26200428	VirSorter
1005439	Escherichia coli 99.1781	26200428	VirSorter
1005439	Escherichia coli 99.1781	26200428	VirSorter
1005439	Escherichia coli 99.1781	26200428	VirSorter
1005437	Escherichia coli 99.1793	26200428	VirSorter
1005437	Escherichia coli 99.1793	26200428	VirSorter
1005437	Escherichia coli 99.1793	26200428	VirSorter
1005437	Escherichia coli 99.1793	26200428	VirSorter
1005437	Escherichia coli 99.1793	26200428	VirSorter
1005436	Escherichia coli 99.1805	26200428	VirSorter
1005436	Escherichia coli 99.1805	26200428	VirSorter
1005436	Escherichia coli 99.1805	26200428	VirSorter
1005436	Escherichia coli 99.1805	26200428	VirSorter
1005436	Escherichia coli 99.1805	26200428	VirSorter
1269008	Escherichia coli A25922R	26200428	VirSorter
1269008	Escherichia coli A25922R	26200428	VirSorter
1269009	Escherichia coli A35218R	26200428	VirSorter
1269009	Escherichia coli A35218R	26200428	VirSorter
1269009	Escherichia coli A35218R	26200428	VirSorter
1269009	Escherichia coli A35218R	26200428	VirSorter
1004153	Escherichia coli AA86	26200428	VirSorter
1169664	Escherichia coli AD30	26200428	VirSorter
1169664	Escherichia coli AD30	26200428	VirSorter
1169664	Escherichia coli AD30	26200428	VirSorter
1169664	Escherichia coli AD30	26200428	VirSorter
1089445	Escherichia coli AI27	26200428	VirSorter
1089445	Escherichia coli AI27	26200428	VirSorter
1089445	Escherichia coli AI27	26200428	VirSorter
1089445	Escherichia coli AI27	26200428	VirSorter
1089445	Escherichia coli AI27	26200428	VirSorter
405955	Escherichia coli APEC O1	26200428	VirSorter
405955	Escherichia coli APEC O1	26200428	VirSorter
405955	Escherichia coli APEC O1	26200428	VirSorter
405955	Escherichia coli APEC O1	26200428	VirSorter
405955	Escherichia coli APEC O1	26200428	VirSorter
1274814	Escherichia coli APEC O78	26200428	VirSorter
1005563	Escherichia coli ARS4.2123	26200428	VirSorter
1005563	Escherichia coli ARS4.2123	26200428	VirSorter
1005563	Escherichia coli ARS4.2123	26200428	VirSorter
1005563	Escherichia coli ARS4.2123	26200428	VirSorter
1322345	Escherichia coli ATCC 25922	26200428	VirSorter
1322345	Escherichia coli ATCC 25922	26200428	VirSorter
1322345	Escherichia coli ATCC 25922	26200428	VirSorter
1051353	Escherichia coli ATCC 700728	26200428	VirSorter
1051353	Escherichia coli ATCC 700728	26200428	VirSorter
1051353	Escherichia coli ATCC 700728	26200428	VirSorter
1405292	Escherichia coli ATCC BAA-2196	26200428	VirSorter
1405292	Escherichia coli ATCC BAA-2196	26200428	VirSorter
1405292	Escherichia coli ATCC BAA-2196	26200428	VirSorter
1405292	Escherichia coli ATCC BAA-2196	26200428	VirSorter
1405292	Escherichia coli ATCC BAA-2196	26200428	VirSorter
1405293	Escherichia coli ATCC BAA-2209	26200428	VirSorter
1405293	Escherichia coli ATCC BAA-2209	26200428	VirSorter
1405293	Escherichia coli ATCC BAA-2209	26200428	VirSorter
1405293	Escherichia coli ATCC BAA-2209	26200428	VirSorter
1405294	Escherichia coli ATCC BAA-2215	26200428	VirSorter
1405294	Escherichia coli ATCC BAA-2215	26200428	VirSorter
1405295	Escherichia coli ATCC BAA-2219	26200428	VirSorter
1405295	Escherichia coli ATCC BAA-2219	26200428	VirSorter
1405295	Escherichia coli ATCC BAA-2219	26200428	VirSorter
1405295	Escherichia coli ATCC BAA-2219	26200428	VirSorter
413997	Escherichia coli B str. REL606	26200428	VirSorter
550672	Escherichia coli B088	26200428	VirSorter
550674	Escherichia coli B093	26200428	VirSorter
550674	Escherichia coli B093	26200428	VirSorter
550674	Escherichia coli B093	26200428	VirSorter
1151213	Escherichia coli B102	26200428	VirSorter
1151213	Escherichia coli B102	26200428	VirSorter
1151213	Escherichia coli B102	26200428	VirSorter
1151213	Escherichia coli B102	26200428	VirSorter
1151213	Escherichia coli B102	26200428	VirSorter
1151234	Escherichia coli B103	26200428	VirSorter
1151234	Escherichia coli B103	26200428	VirSorter
1151234	Escherichia coli B103	26200428	VirSorter
1151234	Escherichia coli B103	26200428	VirSorter
1151243	Escherichia coli B104	26200428	VirSorter
1151243	Escherichia coli B104	26200428	VirSorter
1151243	Escherichia coli B104	26200428	VirSorter
1151243	Escherichia coli B104	26200428	VirSorter
1151247	Escherichia coli B105	26200428	VirSorter
1151247	Escherichia coli B105	26200428	VirSorter
1151247	Escherichia coli B105	26200428	VirSorter
1151247	Escherichia coli B105	26200428	VirSorter
1151247	Escherichia coli B105	26200428	VirSorter
1151248	Escherichia coli B106	26200428	VirSorter
1151248	Escherichia coli B106	26200428	VirSorter
1151248	Escherichia coli B106	26200428	VirSorter
1151248	Escherichia coli B106	26200428	VirSorter
1151214	Escherichia coli B107	26200428	VirSorter
1151214	Escherichia coli B107	26200428	VirSorter
1151214	Escherichia coli B107	26200428	VirSorter
1151214	Escherichia coli B107	26200428	VirSorter
1151214	Escherichia coli B107	26200428	VirSorter
1151214	Escherichia coli B107	26200428	VirSorter
1151214	Escherichia coli B107	26200428	VirSorter
1151214	Escherichia coli B107	26200428	VirSorter
1151214	Escherichia coli B107	26200428	VirSorter
1151214	Escherichia coli B107	26200428	VirSorter
1151214	Escherichia coli B107	26200428	VirSorter
1151214	Escherichia coli B107	26200428	VirSorter
550673	Escherichia coli B108	26200428	VirSorter
550673	Escherichia coli B108	26200428	VirSorter
550673	Escherichia coli B108	26200428	VirSorter
550673	Escherichia coli B108	26200428	VirSorter
1151244	Escherichia coli B109	26200428	VirSorter
1151244	Escherichia coli B109	26200428	VirSorter
1151244	Escherichia coli B109	26200428	VirSorter
1151244	Escherichia coli B109	26200428	VirSorter
1151244	Escherichia coli B109	26200428	VirSorter
1151249	Escherichia coli B112	26200428	VirSorter
1151249	Escherichia coli B112	26200428	VirSorter
1151249	Escherichia coli B112	26200428	VirSorter
1151249	Escherichia coli B112	26200428	VirSorter
1151249	Escherichia coli B112	26200428	VirSorter
1151249	Escherichia coli B112	26200428	VirSorter
1151250	Escherichia coli B113	26200428	VirSorter
1151250	Escherichia coli B113	26200428	VirSorter
1151250	Escherichia coli B113	26200428	VirSorter
1151250	Escherichia coli B113	26200428	VirSorter
1151251	Escherichia coli B114	26200428	VirSorter
1151251	Escherichia coli B114	26200428	VirSorter
1151251	Escherichia coli B114	26200428	VirSorter
1151251	Escherichia coli B114	26200428	VirSorter
1151251	Escherichia coli B114	26200428	VirSorter
1151251	Escherichia coli B114	26200428	VirSorter
1151237	Escherichia coli B15	26200428	VirSorter
1151237	Escherichia coli B15	26200428	VirSorter
1151237	Escherichia coli B15	26200428	VirSorter
1151237	Escherichia coli B15	26200428	VirSorter
1151237	Escherichia coli B15	26200428	VirSorter
1151238	Escherichia coli B17	26200428	VirSorter
1151238	Escherichia coli B17	26200428	VirSorter
1151238	Escherichia coli B17	26200428	VirSorter
1151238	Escherichia coli B17	26200428	VirSorter
1151238	Escherichia coli B17	26200428	VirSorter
1151238	Escherichia coli B17	26200428	VirSorter
344601	Escherichia coli B171	26200428	VirSorter
344601	Escherichia coli B171	26200428	VirSorter
344601	Escherichia coli B171	26200428	VirSorter
344601	Escherichia coli B171	26200428	VirSorter
344601	Escherichia coli B171	26200428	VirSorter
344601	Escherichia coli B171	26200428	VirSorter
344601	Escherichia coli B171	26200428	VirSorter
344601	Escherichia coli B171	26200428	VirSorter
344601	Escherichia coli B171	26200428	VirSorter
344601	Escherichia coli B171	26200428	VirSorter
550676	Escherichia coli B185	26200428	VirSorter
1151225	Escherichia coli B26-1	26200428	VirSorter
1151225	Escherichia coli B26-1	26200428	VirSorter
1151225	Escherichia coli B26-1	26200428	VirSorter
1151225	Escherichia coli B26-1	26200428	VirSorter
1151225	Escherichia coli B26-1	26200428	VirSorter
1151225	Escherichia coli B26-1	26200428	VirSorter
1151225	Escherichia coli B26-1	26200428	VirSorter
1151225	Escherichia coli B26-1	26200428	VirSorter
1151225	Escherichia coli B26-1	26200428	VirSorter
1151225	Escherichia coli B26-1	26200428	VirSorter
1151226	Escherichia coli B26-2	26200428	VirSorter
1151226	Escherichia coli B26-2	26200428	VirSorter
1151226	Escherichia coli B26-2	26200428	VirSorter
1151226	Escherichia coli B26-2	26200428	VirSorter
1151226	Escherichia coli B26-2	26200428	VirSorter
1151226	Escherichia coli B26-2	26200428	VirSorter
1151226	Escherichia coli B26-2	26200428	VirSorter
1151226	Escherichia coli B26-2	26200428	VirSorter
1151226	Escherichia coli B26-2	26200428	VirSorter
1151217	Escherichia coli B28-1	26200428	VirSorter
1151217	Escherichia coli B28-1	26200428	VirSorter
1151217	Escherichia coli B28-1	26200428	VirSorter
1151217	Escherichia coli B28-1	26200428	VirSorter
1151217	Escherichia coli B28-1	26200428	VirSorter
1151218	Escherichia coli B28-2	26200428	VirSorter
1151218	Escherichia coli B28-2	26200428	VirSorter
1151218	Escherichia coli B28-2	26200428	VirSorter
1151218	Escherichia coli B28-2	26200428	VirSorter
1151218	Escherichia coli B28-2	26200428	VirSorter
1151219	Escherichia coli B29-1	26200428	VirSorter
1151219	Escherichia coli B29-1	26200428	VirSorter
1151219	Escherichia coli B29-1	26200428	VirSorter
1151219	Escherichia coli B29-1	26200428	VirSorter
1151219	Escherichia coli B29-1	26200428	VirSorter
1151219	Escherichia coli B29-1	26200428	VirSorter
1151219	Escherichia coli B29-1	26200428	VirSorter
1151219	Escherichia coli B29-1	26200428	VirSorter
1151220	Escherichia coli B29-2	26200428	VirSorter
1151220	Escherichia coli B29-2	26200428	VirSorter
1151220	Escherichia coli B29-2	26200428	VirSorter
1151220	Escherichia coli B29-2	26200428	VirSorter
1151220	Escherichia coli B29-2	26200428	VirSorter
1151220	Escherichia coli B29-2	26200428	VirSorter
550677	Escherichia coli B354	26200428	VirSorter
550677	Escherichia coli B354	26200428	VirSorter
1151221	Escherichia coli B36-1	26200428	VirSorter
1151221	Escherichia coli B36-1	26200428	VirSorter
1151221	Escherichia coli B36-1	26200428	VirSorter
1151221	Escherichia coli B36-1	26200428	VirSorter
1151221	Escherichia coli B36-1	26200428	VirSorter
1151221	Escherichia coli B36-1	26200428	VirSorter
1151222	Escherichia coli B36-2	26200428	VirSorter
1151222	Escherichia coli B36-2	26200428	VirSorter
1151222	Escherichia coli B36-2	26200428	VirSorter
1151222	Escherichia coli B36-2	26200428	VirSorter
1151222	Escherichia coli B36-2	26200428	VirSorter
1151222	Escherichia coli B36-2	26200428	VirSorter
1151227	Escherichia coli B40-1	26200428	VirSorter
1151227	Escherichia coli B40-1	26200428	VirSorter
1151227	Escherichia coli B40-1	26200428	VirSorter
1151227	Escherichia coli B40-1	26200428	VirSorter
1151227	Escherichia coli B40-1	26200428	VirSorter
1151228	Escherichia coli B40-2	26200428	VirSorter
1151228	Escherichia coli B40-2	26200428	VirSorter
1151228	Escherichia coli B40-2	26200428	VirSorter
1151228	Escherichia coli B40-2	26200428	VirSorter
1151228	Escherichia coli B40-2	26200428	VirSorter
1151228	Escherichia coli B40-2	26200428	VirSorter
869694	Escherichia coli B41	26200428	VirSorter
1151246	Escherichia coli B49-2	26200428	VirSorter
1151246	Escherichia coli B49-2	26200428	VirSorter
1151246	Escherichia coli B49-2	26200428	VirSorter
1151246	Escherichia coli B49-2	26200428	VirSorter
1151224	Escherichia coli B5-2	26200428	VirSorter
1151224	Escherichia coli B5-2	26200428	VirSorter
1151224	Escherichia coli B5-2	26200428	VirSorter
1151224	Escherichia coli B5-2	26200428	VirSorter
1151215	Escherichia coli B7-1	26200428	VirSorter
1151215	Escherichia coli B7-1	26200428	VirSorter
1151215	Escherichia coli B7-1	26200428	VirSorter
1151215	Escherichia coli B7-1	26200428	VirSorter
1151215	Escherichia coli B7-1	26200428	VirSorter
1151215	Escherichia coli B7-1	26200428	VirSorter
1151215	Escherichia coli B7-1	26200428	VirSorter
1151216	Escherichia coli B7-2	26200428	VirSorter
1151216	Escherichia coli B7-2	26200428	VirSorter
1151216	Escherichia coli B7-2	26200428	VirSorter
1151216	Escherichia coli B7-2	26200428	VirSorter
1151216	Escherichia coli B7-2	26200428	VirSorter
1151216	Escherichia coli B7-2	26200428	VirSorter
550682	Escherichia coli B799	26200428	VirSorter
550682	Escherichia coli B799	26200428	VirSorter
550682	Escherichia coli B799	26200428	VirSorter
550682	Escherichia coli B799	26200428	VirSorter
340184	Escherichia coli B7A	26200428	VirSorter
340184	Escherichia coli B7A	26200428	VirSorter
340184	Escherichia coli B7A	26200428	VirSorter
340184	Escherichia coli B7A	26200428	VirSorter
340184	Escherichia coli B7A	26200428	VirSorter
340184	Escherichia coli B7A	26200428	VirSorter
340184	Escherichia coli B7A	26200428	VirSorter
1151239	Escherichia coli B83	26200428	VirSorter
1151239	Escherichia coli B83	26200428	VirSorter
1151239	Escherichia coli B83	26200428	VirSorter
1151239	Escherichia coli B83	26200428	VirSorter
1151239	Escherichia coli B83	26200428	VirSorter
1151240	Escherichia coli B84	26200428	VirSorter
1151240	Escherichia coli B84	26200428	VirSorter
1151240	Escherichia coli B84	26200428	VirSorter
1151240	Escherichia coli B84	26200428	VirSorter
1151241	Escherichia coli B85	26200428	VirSorter
1151241	Escherichia coli B85	26200428	VirSorter
1151241	Escherichia coli B85	26200428	VirSorter
1151241	Escherichia coli B85	26200428	VirSorter
1151241	Escherichia coli B85	26200428	VirSorter
1151242	Escherichia coli B86	26200428	VirSorter
1151242	Escherichia coli B86	26200428	VirSorter
1151242	Escherichia coli B86	26200428	VirSorter
1151242	Escherichia coli B86	26200428	VirSorter
1151235	Escherichia coli B89	26200428	VirSorter
1151235	Escherichia coli B89	26200428	VirSorter
1151235	Escherichia coli B89	26200428	VirSorter
1151235	Escherichia coli B89	26200428	VirSorter
1151236	Escherichia coli B90	26200428	VirSorter
1151236	Escherichia coli B90	26200428	VirSorter
1151236	Escherichia coli B90	26200428	VirSorter
1151236	Escherichia coli B90	26200428	VirSorter
1151236	Escherichia coli B90	26200428	VirSorter
1151236	Escherichia coli B90	26200428	VirSorter
1151231	Escherichia coli B93	26200428	VirSorter
1151231	Escherichia coli B93	26200428	VirSorter
1151231	Escherichia coli B93	26200428	VirSorter
1151231	Escherichia coli B93	26200428	VirSorter
1151231	Escherichia coli B93	26200428	VirSorter
1151231	Escherichia coli B93	26200428	VirSorter
1151231	Escherichia coli B93	26200428	VirSorter
1151231	Escherichia coli B93	26200428	VirSorter
1151231	Escherichia coli B93	26200428	VirSorter
1151232	Escherichia coli B94	26200428	VirSorter
1151232	Escherichia coli B94	26200428	VirSorter
1151232	Escherichia coli B94	26200428	VirSorter
1151232	Escherichia coli B94	26200428	VirSorter
1151232	Escherichia coli B94	26200428	VirSorter
1151232	Escherichia coli B94	26200428	VirSorter
1151232	Escherichia coli B94	26200428	VirSorter
1151232	Escherichia coli B94	26200428	VirSorter
1151232	Escherichia coli B94	26200428	VirSorter
1151232	Escherichia coli B94	26200428	VirSorter
1151232	Escherichia coli B94	26200428	VirSorter
1151232	Escherichia coli B94	26200428	VirSorter
1151232	Escherichia coli B94	26200428	VirSorter
1151233	Escherichia coli B95	26200428	VirSorter
1151233	Escherichia coli B95	26200428	VirSorter
1151233	Escherichia coli B95	26200428	VirSorter
1151233	Escherichia coli B95	26200428	VirSorter
1151233	Escherichia coli B95	26200428	VirSorter
1151233	Escherichia coli B95	26200428	VirSorter
1151233	Escherichia coli B95	26200428	VirSorter
1151233	Escherichia coli B95	26200428	VirSorter
1151233	Escherichia coli B95	26200428	VirSorter
1151233	Escherichia coli B95	26200428	VirSorter
1116037	Escherichia coli BCE001_MS16	26200428	VirSorter
1116037	Escherichia coli BCE001_MS16	26200428	VirSorter
1116112	Escherichia coli BCE002_MS12	26200428	VirSorter
1116112	Escherichia coli BCE002_MS12	26200428	VirSorter
1116112	Escherichia coli BCE002_MS12	26200428	VirSorter
1125637	Escherichia coli BCE006_MS-23	26200428	VirSorter
1125637	Escherichia coli BCE006_MS-23	26200428	VirSorter
1125637	Escherichia coli BCE006_MS-23	26200428	VirSorter
1116113	Escherichia coli BCE007_MS-11	26200428	VirSorter
1116113	Escherichia coli BCE007_MS-11	26200428	VirSorter
1116110	Escherichia coli BCE008_MS-01	26200428	VirSorter
1116110	Escherichia coli BCE008_MS-01	26200428	VirSorter
1116110	Escherichia coli BCE008_MS-01	26200428	VirSorter
1116471	Escherichia coli BCE008_MS-13	26200428	VirSorter
1116114	Escherichia coli BCE011_MS-01	26200428	VirSorter
1116115	Escherichia coli BCE019_MS-13	26200428	VirSorter
1116115	Escherichia coli BCE019_MS-13	26200428	VirSorter
1116116	Escherichia coli BCE030_MS-09	26200428	VirSorter
1116116	Escherichia coli BCE030_MS-09	26200428	VirSorter
1116116	Escherichia coli BCE030_MS-09	26200428	VirSorter
1116117	Escherichia coli BCE032_MS-12	26200428	VirSorter
1116118	Escherichia coli BCE034_MS-14	26200428	VirSorter
1116118	Escherichia coli BCE034_MS-14	26200428	VirSorter
1116118	Escherichia coli BCE034_MS-14	26200428	VirSorter
1116118	Escherichia coli BCE034_MS-14	26200428	VirSorter
1116118	Escherichia coli BCE034_MS-14	26200428	VirSorter
1116118	Escherichia coli BCE034_MS-14	26200428	VirSorter
1116118	Escherichia coli BCE034_MS-14	26200428	VirSorter
1081890	Escherichia coli Bd5610_99	26200428	VirSorter
1081890	Escherichia coli Bd5610_99	26200428	VirSorter
1081890	Escherichia coli Bd5610_99	26200428	VirSorter
1081890	Escherichia coli Bd5610_99	26200428	VirSorter
1081890	Escherichia coli Bd5610_99	26200428	VirSorter
1328445	Escherichia coli BIDMC 19C	26200428	VirSorter
1328445	Escherichia coli BIDMC 19C	26200428	VirSorter
1328445	Escherichia coli BIDMC 19C	26200428	VirSorter
1328449	Escherichia coli BIDMC 38	26200428	VirSorter
1328450	Escherichia coli BIDMC 39	26200428	VirSorter
1328450	Escherichia coli BIDMC 39	26200428	VirSorter
595496	Escherichia coli BW2952	26200428	VirSorter
1328435	Escherichia coli BWH 24	26200428	VirSorter
1328435	Escherichia coli BWH 24	26200428	VirSorter
1328432	Escherichia coli BWH 32	26200428	VirSorter
1116002	Escherichia coli C-34666	26200428	VirSorter
1116002	Escherichia coli C-34666	26200428	VirSorter
1116002	Escherichia coli C-34666	26200428	VirSorter
1263075	Escherichia coli CAG:4	26200428	VirSorter
1005559	Escherichia coli CB7326	26200428	VirSorter
1005559	Escherichia coli CB7326	26200428	VirSorter
1005559	Escherichia coli CB7326	26200428	VirSorter
1005559	Escherichia coli CB7326	26200428	VirSorter
1331063	Escherichia coli CE418	26200428	VirSorter
1331063	Escherichia coli CE418	26200428	VirSorter
1331063	Escherichia coli CE418	26200428	VirSorter
1331063	Escherichia coli CE418	26200428	VirSorter
1331063	Escherichia coli CE418	26200428	VirSorter
1331063	Escherichia coli CE418	26200428	VirSorter
1331063	Escherichia coli CE418	26200428	VirSorter
1331063	Escherichia coli CE418	26200428	VirSorter
1331063	Escherichia coli CE418	26200428	VirSorter
1331063	Escherichia coli CE418	26200428	VirSorter
1331064	Escherichia coli CE516	26200428	VirSorter
1331064	Escherichia coli CE516	26200428	VirSorter
1331064	Escherichia coli CE516	26200428	VirSorter
1331064	Escherichia coli CE516	26200428	VirSorter
1331064	Escherichia coli CE516	26200428	VirSorter
1331064	Escherichia coli CE516	26200428	VirSorter
1331065	Escherichia coli CE549	26200428	VirSorter
475609	Escherichia coli chi7122	26200428	VirSorter
475609	Escherichia coli chi7122	26200428	VirSorter
993513	Escherichia coli cloneA_i1	26200428	VirSorter
993513	Escherichia coli cloneA_i1	26200428	VirSorter
993513	Escherichia coli cloneA_i1	26200428	VirSorter
993513	Escherichia coli cloneA_i1	26200428	VirSorter
752790	Escherichia coli CUMT8	26200428	VirSorter
752790	Escherichia coli CUMT8	26200428	VirSorter
752790	Escherichia coli CUMT8	26200428	VirSorter
752790	Escherichia coli CUMT8	26200428	VirSorter
868180	Escherichia coli DEC10A	26200428	VirSorter
868180	Escherichia coli DEC10A	26200428	VirSorter
868180	Escherichia coli DEC10A	26200428	VirSorter
868180	Escherichia coli DEC10A	26200428	VirSorter
868180	Escherichia coli DEC10A	26200428	VirSorter
868180	Escherichia coli DEC10A	26200428	VirSorter
868180	Escherichia coli DEC10A	26200428	VirSorter
868180	Escherichia coli DEC10A	26200428	VirSorter
868180	Escherichia coli DEC10A	26200428	VirSorter
868181	Escherichia coli DEC10B	26200428	VirSorter
868181	Escherichia coli DEC10B	26200428	VirSorter
868181	Escherichia coli DEC10B	26200428	VirSorter
868181	Escherichia coli DEC10B	26200428	VirSorter
868181	Escherichia coli DEC10B	26200428	VirSorter
868181	Escherichia coli DEC10B	26200428	VirSorter
868181	Escherichia coli DEC10B	26200428	VirSorter
868181	Escherichia coli DEC10B	26200428	VirSorter
868181	Escherichia coli DEC10B	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868182	Escherichia coli DEC10C	26200428	VirSorter
868183	Escherichia coli DEC10D	26200428	VirSorter
868183	Escherichia coli DEC10D	26200428	VirSorter
868183	Escherichia coli DEC10D	26200428	VirSorter
868183	Escherichia coli DEC10D	26200428	VirSorter
868183	Escherichia coli DEC10D	26200428	VirSorter
868183	Escherichia coli DEC10D	26200428	VirSorter
868184	Escherichia coli DEC10E	26200428	VirSorter
868184	Escherichia coli DEC10E	26200428	VirSorter
868184	Escherichia coli DEC10E	26200428	VirSorter
868184	Escherichia coli DEC10E	26200428	VirSorter
868185	Escherichia coli DEC10F	26200428	VirSorter
868185	Escherichia coli DEC10F	26200428	VirSorter
868185	Escherichia coli DEC10F	26200428	VirSorter
868185	Escherichia coli DEC10F	26200428	VirSorter
868185	Escherichia coli DEC10F	26200428	VirSorter
868185	Escherichia coli DEC10F	26200428	VirSorter
868185	Escherichia coli DEC10F	26200428	VirSorter
868185	Escherichia coli DEC10F	26200428	VirSorter
868185	Escherichia coli DEC10F	26200428	VirSorter
868185	Escherichia coli DEC10F	26200428	VirSorter
868186	Escherichia coli DEC11A	26200428	VirSorter
868186	Escherichia coli DEC11A	26200428	VirSorter
868186	Escherichia coli DEC11A	26200428	VirSorter
868186	Escherichia coli DEC11A	26200428	VirSorter
868186	Escherichia coli DEC11A	26200428	VirSorter
868186	Escherichia coli DEC11A	26200428	VirSorter
868187	Escherichia coli DEC11B	26200428	VirSorter
868187	Escherichia coli DEC11B	26200428	VirSorter
868187	Escherichia coli DEC11B	26200428	VirSorter
868187	Escherichia coli DEC11B	26200428	VirSorter
868187	Escherichia coli DEC11B	26200428	VirSorter
868187	Escherichia coli DEC11B	26200428	VirSorter
868187	Escherichia coli DEC11B	26200428	VirSorter
868187	Escherichia coli DEC11B	26200428	VirSorter
868188	Escherichia coli DEC11C	26200428	VirSorter
868188	Escherichia coli DEC11C	26200428	VirSorter
868188	Escherichia coli DEC11C	26200428	VirSorter
868188	Escherichia coli DEC11C	26200428	VirSorter
868188	Escherichia coli DEC11C	26200428	VirSorter
868188	Escherichia coli DEC11C	26200428	VirSorter
868188	Escherichia coli DEC11C	26200428	VirSorter
868188	Escherichia coli DEC11C	26200428	VirSorter
868188	Escherichia coli DEC11C	26200428	VirSorter
